ClassB-FE,389,19,592,503,WhatsApp Image 2021-11-25 at 1.42.56 PM.jpeg,1280,588
ClassB-FE,288,57,634,494,WhatsApp Image 2021-11-25 at 1.42.57 PM (1).jpeg,1280,588
ClassB-FE,41,231,479,606,WhatsApp Image 2021-11-25 at 1.42.57 PM.jpeg,588,1280
ClassB-FE,86,391,452,554,WhatsApp Image 2021-11-25 at 1.42.58 PM (1).jpeg,588,1280
ClassB-FE,77,265,470,604,WhatsApp Image 2021-11-25 at 1.42.58 PM (2).jpeg,588,1280
ClassB-FE,27,260,493,647,WhatsApp Image 2021-11-25 at 1.42.58 PM (3).jpeg,588,1280
ClassB-FE,210,46,709,509,WhatsApp Image 2021-11-25 at 1.42.58 PM.jpeg,1280,588
ClassB-FE,84,364,457,613,WhatsApp Image 2021-11-25 at 1.42.59 PM (1).jpeg,588,1280
ClassB-FE,57,321,507,715,WhatsApp Image 2021-11-25 at 1.42.59 PM.jpeg,588,1280
ClassB-FE,477,78,513,395,WhatsApp Image 2021-11-25 at 1.43.00 PM (1).jpeg,1280,588
ClassB-FE,411,80,555,412,WhatsApp Image 2021-11-25 at 1.43.00 PM (2).jpeg,1280,588
ClassB-FE,460,98,528,417,WhatsApp Image 2021-11-25 at 1.43.00 PM.jpeg,1280,588
ClassB-FE,23,285,525,416,WhatsApp Image 2021-11-25 at 1.43.01 PM (1).jpeg,588,1280
ClassB-FE,23,292,525,400,WhatsApp Image 2021-11-25 at 1.43.01 PM (2).jpeg,588,1280
ClassB-FE,296,60,575,465,WhatsApp Image 2021-11-25 at 1.43.01 PM.jpeg,1280,588
ClassB-FE,441,92,480,385,WhatsApp Image 2021-11-25 at 1.43.02 PM (1).jpeg,1280,588
ClassB-FE,322,87,536,430,WhatsApp Image 2021-11-25 at 1.43.02 PM.jpeg,1280,588
ClassB-FE,392,89,545,427,WhatsApp Image 2021-11-25 at 1.43.03 PM.jpeg,1280,588
